ディレクトリID,U1,U2,U3,U4,U5,genre
101227,ホビー,アート・美術品・骨董品・民芸品,彫刻,その他,,ホビー > アート・美術品・骨董品・民芸品 > 彫刻 > その他
406925,ホビー,アート・美術品・骨董品・民芸品,彫刻,西洋彫刻,,ホビー > アート・美術品・骨董品・民芸品 > 彫刻 > 西洋彫刻
406929,ホビー,アート・美術品・骨董品・民芸品,彫刻,東洋彫刻,その他,ホビー > アート・美術品・骨董品・民芸品 > 彫刻 > 東洋彫刻 > その他
406927,ホビー,アート・美術品・骨董品・民芸品,彫刻,東洋彫刻,根付,ホビー > アート・美術品・骨董品・民芸品 > 彫刻 > 東洋彫刻 > 根付
406928,ホビー,アート・美術品・骨董品・民芸品,彫刻,東洋彫刻,仏像,ホビー > アート・美術品・骨董品・民芸品 > 彫刻 > 東洋彫刻 > 仏像
213752,ホビー,コスプレ・変装・仮装,かつら,,,ホビー > コスプレ・変装・仮装 > かつら
566052,ホビー,コスプレ・変装・仮装,キャップ・ヘッドアクセサリー,,,ホビー > コスプレ・変装・仮装 > キャップ・ヘッドアクセサリー
566049,ホビー,コスプレ・変装・仮装,コート・ジャケット,,,ホビー > コスプレ・変装・仮装 > コート・ジャケット
213755,ホビー,コスプレ・変装・仮装,コスチューム一式,,,ホビー > コスプレ・変装・仮装 > コスチューム一式
565033,ホビー,コスプレ・変装・仮装,コスプレ用インナー,,,ホビー > コスプレ・変装・仮装 > コスプレ用インナー
566046,ホビー,コスプレ・変装・仮装,スカート,,,ホビー > コスプレ・変装・仮装 > スカート
566047,ホビー,コスプレ・変装・仮装,セパレート,,,ホビー > コスプレ・変装・仮装 > セパレート
566051,ホビー,コスプレ・変装・仮装,ソックス,,,ホビー > コスプレ・変装・仮装 > ソックス
213780,ホビー,コスプレ・変装・仮装,その他,,,ホビー > コスプレ・変装・仮装 > その他
213778,ホビー,コスプレ・変装・仮装,ネクタイ,,,ホビー > コスプレ・変装・仮装 > ネクタイ
566050,ホビー,コスプレ・変装・仮装,パニエ・ドロワーズ,,,ホビー > コスプレ・変装・仮装 > パニエ・ドロワーズ
213753,ホビー,コスプレ・変装・仮装,ヒゲ,,,ホビー > コスプレ・変装・仮装 > ヒゲ
566045,ホビー,コスプレ・変装・仮装,ブラウス,,,ホビー > コスプレ・変装・仮装 > ブラウス
213777,ホビー,コスプレ・変装・仮装,メガネ,,,ホビー > コスプレ・変装・仮装 > メガネ
566048,ホビー,コスプレ・変装・仮装,ワンピース,,,ホビー > コスプレ・変装・仮装 > ワンピース
568591,ホビー,コスプレ・変装・仮装,衣装ベース,,,ホビー > コスプレ・変装・仮装 > 衣装ベース
213750,ホビー,コスプレ・変装・仮装,仮面・マスク,,,ホビー > コスプレ・変装・仮装 > 仮面・マスク
213775,ホビー,コスプレ・変装・仮装,全身タイツ,,,ホビー > コスプレ・変装・仮装 > 全身タイツ
213754,ホビー,コスプレ・変装・仮装,着ぐるみ,,,ホビー > コスプレ・変装・仮装 > 着ぐるみ
101199,ホビー,コレクション,アンティークトイ,その他,,ホビー > コレクション > アンティークトイ > その他
213671,ホビー,コレクション,アンティークトイ,バイク,,ホビー > コレクション > アンティークトイ > バイク
213675,ホビー,コレクション,アンティークトイ,ロケット・宇宙船,,ホビー > コレクション > アンティークトイ > ロケット・宇宙船
213676,ホビー,コレクション,アンティークトイ,ロボット,,ホビー > コレクション > アンティークトイ > ロボット
213665,ホビー,コレクション,アンティークトイ,車,,ホビー > コレクション > アンティークトイ > 車
213669,ホビー,コレクション,アンティークトイ,動物,,ホビー > コレクション > アンティークトイ > 動物
213672,ホビー,コレクション,アンティークトイ,飛行機・ヘリコプター,,ホビー > コレクション > アンティークトイ > 飛行機・ヘリコプター
101186,ホビー,コレクション,イヤープレート,,,ホビー > コレクション > イヤープレート
200723,ホビー,コレクション,インゴット・金塊,,,ホビー > コレクション > インゴット・金塊
400872,ホビー,コレクション,インテリアホビー,,,ホビー > コレクション > インテリアホビー
553785,ホビー,コレクション,ガチャガチャ,,,ホビー > コレクション > ガチャガチャ
553697,ホビー,コレクション,コレクションケース,,,ホビー > コレクション > コレクションケース
406770,ホビー,コレクション,コレクタードール,,,ホビー > コレクション > コレクタードール
566471,ホビー,コレクション,サイングッズ,,,ホビー > コレクション > サイングッズ
112938,ホビー,コレクション,その他,,,ホビー > コレクション > その他
508328,ホビー,コレクション,ソフビ人形,,,ホビー > コレクション > ソフビ人形
200420,ホビー,コレクション,トレーディングカード・テレカ,テレホンカード,,ホビー > コレクション > トレーディングカード・テレカ > テレホンカード
112197,ホビー,コレクション,トレーディングカード・テレカ,トレーディングカード,,ホビー > コレクション > トレーディングカード・テレカ > トレーディングカード
406864,ホビー,コレクション,トレーディングカード・テレカ,トレーディングカードゲーム,,ホビー > コレクション > トレーディングカード・テレカ > トレーディングカードゲーム
568217,ホビー,コレクション,ピンバッジ,,,ホビー > コレクション > ピンバッジ
112203,ホビー,コレクション,フィギュア,,,ホビー > コレクション > フィギュア
500368,ホビー,コレクション,ボトルキャップ,,,ホビー > コレクション > ボトルキャップ
300936,ホビー,コレクション,貨幣,アルバム,,ホビー > コレクション > 貨幣 > アルバム
300934,ホビー,コレクション,貨幣,セット,,ホビー > コレクション > 貨幣 > セット
101167,ホビー,コレクション,貨幣,その他,,ホビー > コレクション > 貨幣 > その他
300933,ホビー,コレクション,貨幣,記念貨幣,,ホビー > コレクション > 貨幣 > 記念貨幣
300927,ホビー,コレクション,貨幣,硬貨・コイン,,ホビー > コレクション > 貨幣 > 硬貨・コイン
300921,ホビー,コレクション,貨幣,紙幣,,ホビー > コレクション > 貨幣 > 紙幣
567549,ホビー,コレクション,缶バッジ,,,ホビー > コレクション > 缶バッジ
505305,ホビー,コレクション,記念メダル,,,ホビー > コレクション > 記念メダル
406810,ホビー,コレクション,食玩・おまけ,,,ホビー > コレクション > 食玩・おまけ
566486,ホビー,サバイバルゲーム・トイガン,BB弾,,,ホビー > サバイバルゲーム・トイガン > BB弾
213685,ホビー,サバイバルゲーム・トイガン,エアガン,,,ホビー > サバイバルゲーム・トイガン > エアガン
213696,ホビー,サバイバルゲーム・トイガン,スコープ,,,ホビー > サバイバルゲーム・トイガン > スコープ
566485,ホビー,サバイバルゲーム・トイガン,モデルガン,,,ホビー > サバイバルゲーム・トイガン > モデルガン
213695,ホビー,サバイバルゲーム・トイガン,ライト,,,ホビー > サバイバルゲーム・トイガン > ライト
213688,ホビー,サバイバルゲーム・トイガン,装備・備品,ウェア・戦闘服,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > ウェア・戦闘服
213690,ホビー,サバイバルゲーム・トイガン,装備・備品,グローブ,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > グローブ
213692,ホビー,サバイバルゲーム・トイガン,装備・備品,ゴーグル・フェイスガード,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > ゴーグル・フェイスガード
213694,ホビー,サバイバルゲーム・トイガン,装備・備品,その他,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > その他
213689,ホビー,サバイバルゲーム・トイガン,装備・備品,ブーツ,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > ブーツ
213691,ホビー,サバイバルゲーム・トイガン,装備・備品,ヘルメット・帽子,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > ヘルメット・帽子
213687,ホビー,サバイバルゲーム・トイガン,装備・備品,ホルスター,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > ホルスター
213693,ホビー,サバイバルゲーム・トイガン,装備・備品,ポーチ・バッグ,,ホビー > サバイバルゲーム・トイガン > 装備・備品 > ポーチ・バッグ
112928,ホビー,その他,,,,ホビー > その他
213724,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,シャフト,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > シャフト
200416,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,その他,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > その他
505323,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,ダーツ,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > ダーツ
213726,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,ダーツケース,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > ダーツケース
213727,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,ダーツボード,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > ダーツボード
213723,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,ティップ,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > ティップ
213725,ホビー,ダーツ・ビリヤード・遊技機,ダーツ,フライト,,ホビー > ダーツ・ビリヤード・遊技機 > ダーツ > フライト
401026,ホビー,ダーツ・ビリヤード・遊技機,パチスロ,,,ホビー > ダーツ・ビリヤード・遊技機 > パチスロ
401023,ホビー,ダーツ・ビリヤード・遊技機,パチンコ,,,ホビー > ダーツ・ビリヤード・遊技機 > パチンコ
